,,,,bench,,,strat
2016-02-26,0.606222181,,2017-03-10,1.416879289,,2017-03-10,2.213979352
2016-02-29,0.598101205,,2017-03-13,1.416512656,,2017-03-13,2.213979352
2016-03-01,0.621969997,,2017-03-14,1.419891684,,2017-03-14,2.213979352
2016-03-02,0.626064305,,2017-03-15,1.411516931,,2017-03-15,2.213979352
2016-03-03,0.629563046,,2017-03-16,1.419231622,,2017-03-16,2.220067332
2016-03-04,0.632868938,,2017-03-17,1.420192102,,2017-03-17,2.219713498
2016-03-07,0.633753953,,2017-03-20,1.403015476,,2017-03-20,2.200526978
2016-03-08,0.622513844,,2017-03-21,1.415423449,,2017-03-21,2.200526978
2016-03-09,0.627566237,,2017-03-22,1.413533563,,2017-03-22,2.200526978
2016-03-10,0.627722042,,2017-03-23,1.414593833,,2017-03-23,2.200526978
2016-03-11,0.644117542,,2017-03-24,1.415437829,,2017-03-24,2.200526978
2016-03-14,0.64285657,,2017-03-27,1.416457416,,2017-03-27,2.200526978
2016-03-15,0.641019628,,2017-03-28,1.409205942,,2017-03-28,2.200526978
2016-03-16,0.64661998,,2017-03-29,1.408120617,,2017-03-29,2.200526978
2016-03-17,0.653215216,,2017-03-30,1.405185507,,2017-03-30,2.200526978
2016-03-18,0.65762086,,2017-03-31,1.407440554,,2017-03-31,2.200526978
2016-03-21,0.658606437,,2017-04-03,1.40908268,,2017-04-03,2.200526978
2016-03-22,0.657729049,,2017-04-04,1.408523157,,2017-04-04,2.200526978
2016-03-23,0.651343018,,2017-04-05,1.411578019,,2017-04-05,2.200526978
2016-03-24,0.650964947,,2017-04-06,1.409648509,,2017-04-06,2.200526978
2016-03-28,0.651510203,,2017-04-07,1.410475639,,2017-04-07,2.200526978
2016-03-29,0.660326855,,2017-04-10,1.409787953,,2017-04-10,2.200526978
2016-03-30,0.66467717,,2017-04-11,1.411221832,,2017-04-11,2.200526978
2016-03-31,0.662637411,,2017-04-12,1.414981783,,2017-04-12,2.200526978
2016-04-01,0.668968326,,2017-04-13,1.421796477,,2017-04-13,2.200526978
2016-04-04,0.665760004,,2017-04-17,1.413183128,,2017-04-17,2.200526978
2016-04-05,0.655615511,,2017-04-18,1.416086509,,2017-04-18,2.200526978
2016-04-06,0.66612313,,2017-04-19,1.417802859,,2017-04-19,2.200526978
2016-04-07,0.654147344,,2017-04-20,1.410245596,,2017-04-20,2.200526978
2016-04-08,0.656933922,,2017-04-21,1.413280669,,2017-04-21,2.200526978
2016-04-11,0.654194136,,2017-04-24,1.4024406,,2017-04-24,2.200526978
2016-04-12,0.66385627,,2017-04-25,1.385395,,2017-04-25,2.189572066
2016-04-13,0.673896407,,2017-04-26,1.396678348,,2017-04-26,2.200369711
2016-04-14,0.674069334,,2017-04-27,1.395780825,,2017-04-27,2.200025107
2016-04-15,0.673085049,,2017-04-28,1.437266463,,2017-04-28,2.239597599
2016-04-18,0.679626075,,2017-05-01,1.431488798,,2017-05-01,2.235552224
2016-04-19,0.68271056,,2017-05-02,1.410057424,,2017-05-02,2.2153099
2016-04-20,0.683472104,,2017-05-03,1.437222464,,2017-05-03,2.24120358
2016-04-21,0.678278077,,2017-05-04,1.430810696,,2017-05-04,2.235373914
2016-04-22,0.678325937,,2017-05-05,1.453376227,,2017-05-05,2.262028141
2016-04-25,0.676513891,,2017-05-08,1.455091154,,2017-05-08,2.263780513
2016-04-26,0.678386643,,2017-05-09,1.452358452,,2017-05-09,2.260022563
2016-04-27,0.680035996,,2017-05-10,1.453764271,,2017-05-10,2.262558983
2016-04-28,0.670805228,,2017-05-11,1.45787325,,2017-05-11,2.264505153
2016-04-29,0.665742139,,2017-05-12,1.479487671,,2017-05-12,2.284641133
2016-05-02,0.673552086,,2017-05-15,1.484548693,,2017-05-15,2.294478668
2016-05-03,0.664875447,,2017-05-16,1.302594674,,2017-05-16,2.111837753
2016-05-04,0.658938558,,2017-05-17,1.320772889,,2017-05-17,2.111837753
2016-05-05,0.65869955,,2017-05-18,1.31708607,,2017-05-18,2.111837753
2016-05-06,0.661874189,,2017-05-19,1.310318571,,2017-05-19,2.111837753
2016-05-09,0.662627686,,2017-05-22,1.305966153,,2017-05-22,2.112645467
2016-05-10,0.67511133,,2017-05-23,1.331166244,,2017-05-23,2.139683429
2016-05-11,0.665549811,,2017-05-24,1.316823836,,2017-05-24,2.127830148
2016-05-12,0.665380346,,2017-05-25,1.329613023,,2017-05-25,2.145061283
2016-05-13,0.656902057,,2017-05-26,1.336794778,,2017-05-26,2.152553588
2016-05-16,0.66669871,,2017-05-30,1.329657486,,2017-05-30,2.144211672
2016-05-17,0.657287412,,2017-05-31,1.353854004,,2017-05-31,2.167948221
2016-05-18,0.657492591,,2017-06-01,1.344117072,,2017-06-01,2.165782402
2016-05-19,0.653785883,,2017-06-02,1.335302491,,2017-06-02,2.160675552
2016-05-20,0.659805387,,2017-06-05,1.314832611,,2017-06-05,2.138988007
2016-05-23,0.657719929,,2017-06-06,1.327974359,,2017-06-06,2.149350714
2016-05-24,0.671401311,,2017-06-07,1.350164633,,2017-06-07,2.173109246
2016-05-25,0.678376052,,2017-06-08,1.334679574,,2017-06-08,2.157891391
2016-05-26,0.678165608,,2017-06-09,1.324692526,,2017-06-09,2.147074354
2016-05-27,0.682452466,,2017-06-12,1.360234837,,2017-06-12,2.181637902
2016-05-31,0.681447202,,2017-06-13,1.358806193,,2017-06-13,2.184720764
2016-06-01,0.682582245,,2017-06-14,1.348449104,,2017-06-14,2.173367843
2016-06-02,0.685406923,,2017-06-15,1.36166453,,2017-06-15,2.184343672
2016-06-03,0.682495108,,2017-06-16,1.390436365,,2017-06-16,2.213399146
2016-06-06,0.687392389,,2017-06-19,1.356476268,,2017-06-19,2.187786278
2016-06-07,0.688681836,,2017-06-20,1.371434315,,2017-06-20,2.196047687
2016-06-08,0.691991402,,2017-06-21,1.383003862,,2017-06-21,2.20703459
2016-06-09,0.690273643,,2017-06-22,1.393037811,,2017-06-22,2.216612756
2016-06-10,0.681098462,,2017-06-23,1.413553196,,2017-06-23,2.238689057
2016-06-13,0.672983271,,2017-06-26,1.377773917,,2017-06-26,2.20322558
2016-06-14,0.671184386,,2017-06-27,1.385846742,,2017-06-27,2.20322558
2016-06-15,0.669343673,,2017-06-28,1.377038675,,2017-06-28,2.20322558
2016-06-16,0.672476663,,2017-06-29,1.385638699,,2017-06-29,2.20322558
2016-06-17,0.669218698,,2017-06-30,1.384105467,,2017-06-30,2.20322558
2016-06-20,0.675026883,,2017-07-03,1.381794633,,2017-07-03,2.20322558
2016-06-21,0.677738945,,2017-07-05,1.380341354,,2017-07-05,2.20322558
2016-06-22,0.676087381,,2017-07-06,1.389710178,,2017-07-06,2.20322558
2016-06-23,0.68945146,,2017-07-07,1.383307052,,2017-07-07,2.20322558
2016-06-24,0.65353166,,2017-07-10,1.382379286,,2017-07-10,2.20322558
2016-06-27,0.635435158,,2017-07-11,1.383161967,,2017-07-11,2.20322558
2016-06-28,0.653205323,,2017-07-12,1.375856359,,2017-07-12,2.20322558
2016-06-29,0.670237996,,2017-07-13,1.373981775,,2017-07-13,2.20322558
2016-06-30,0.68380304,,2017-07-14,1.369308271,,2017-07-14,2.20322558
2016-07-01,0.685751642,,2017-07-17,1.376183031,,2017-07-17,2.210047427
2016-07-05,0.678904165,,2017-07-18,1.381108109,,2017-07-18,2.215570361
2016-07-06,0.684257128,,2017-07-19,1.38054864,,2017-07-19,2.220383532
2016-07-07,0.68338555,,2017-07-20,1.38879269,,2017-07-20,2.228473923
2016-07-08,0.6986389,,2017-07-21,1.406310936,,2017-07-21,2.245624297
2016-07-11,0.702047515,,2017-07-24,1.405050844,,2017-07-24,2.24330047
2016-07-12,0.709056809,,2017-07-25,1.402127672,,2017-07-25,2.24330047
2016-07-13,0.709191576,,2017-07-26,1.401845008,,2017-07-26,2.24330047
2016-07-14,0.71445078,,2017-07-27,1.402817696,,2017-07-27,2.24330047
2016-07-15,0.713521833,,2017-07-28,1.404158812,,2017-07-28,2.24330047
2016-07-18,0.715904128,,2017-07-31,1.404886957,,2017-07-31,2.24330047
2016-07-19,0.714468954,,2017-08-01,1.402437842,,2017-08-01,2.24330047
2016-07-20,0.718739255,,2017-08-02,1.401945194,,2017-08-02,2.24330047
2016-07-21,0.715126726,,2017-08-03,1.404128848,,2017-08-03,2.24330047
2016-07-22,0.71968069,,2017-08-04,1.402239744,,2017-08-04,2.24330047
2016-07-25,0.716669215,,2017-08-07,1.400592545,,2017-08-07,2.24330047
2016-07-26,0.716992,,2017-08-08,1.403006977,,2017-08-08,2.24330047
2016-07-27,0.715793457,,2017-08-09,1.403370586,,2017-08-09,2.24330047
2016-07-28,0.717399667,,2017-08-10,1.417845028,,2017-08-10,2.24330047
2016-07-29,0.719030976,,,,,,
2016-08-01,0.717761188,,,,,,
2016-08-02,0.711399569,,,,,,
2016-08-03,0.714533512,,,,,,
2016-08-04,0.714746084,,,,,,
2016-08-05,0.72334958,,,,,,
2016-08-08,0.722442415,,,,,,
2016-08-09,0.722832209,,,,,,
2016-08-10,0.719967523,,,,,,
2016-08-11,0.724702111,,,,,,
2016-08-12,0.723906065,,,,,,
2016-08-15,0.726698974,,,,,,
2016-08-16,0.721219897,,,,,,
2016-08-17,0.723088487,,,,,,
2016-08-18,0.725288104,,,,,,
2016-08-19,0.723847832,,,,,,
2016-08-22,0.723284509,,,,,,
2016-08-23,0.725236278,,,,,,
2016-08-24,0.719996002,,,,,,
2016-08-25,0.718630774,,,,,,
2016-08-26,0.717051957,,,,,,
2016-08-29,0.722280005,,,,,,
2016-08-30,0.720326324,,,,,,
2016-08-31,0.71795046,,,,,,
2016-09-01,0.717909075,,,,,,
2016-09-02,0.722110117,,,,,,
2016-09-06,0.725091795,,,,,,
2016-09-07,0.72494541,,,,,,
2016-09-08,0.722722397,,,,,,
2016-09-09,0.698200328,,,,,,
2016-09-12,0.71287738,,,,,,
2016-09-13,0.698046706,,,,,,
2016-09-14,0.69745903,,,,,,
2016-09-15,0.707568303,,,,,,
2016-09-16,0.703796008,,,,,,
2016-09-19,0.703777405,,,,,,
2016-09-20,0.704076543,,,,,,
2016-09-21,0.714993706,,,,,,
2016-09-22,0.72149349,,,,,,
2016-09-23,0.715756715,,,,,,
2016-09-26,0.707168953,,,,,,
2016-09-27,0.713613123,,,,,,
2016-09-28,0.718909677,,,,,,
2016-09-29,0.709588265,,,,,,
2016-09-30,0.717556235,,,,,,
2016-10-03,0.714295539,,,,,,
2016-10-04,0.709339977,,,,,,
2016-10-05,0.713636667,,,,,,
2016-10-06,0.714118227,,,,,,
2016-10-07,0.710864744,,,,,,
2016-10-10,0.715470649,,,,,,
2016-10-11,0.703024177,,,,,,
2016-10-12,0.704170767,,,,,,
2016-10-13,0.701071503,,,,,,
2016-10-14,0.701273107,,,,,,
2016-10-17,0.698235113,,,,,,
2016-10-18,0.704395517,,,,,,
2016-10-19,0.706587487,,,,,,
2016-10-20,0.705211763,,,,,,
2016-10-21,0.705127622,,,,,,
2016-10-24,0.709877461,,,,,,
2016-10-25,0.706079734,,,,,,
2016-10-26,0.704339322,,,,,,
2016-10-27,0.701352595,,,,,,
2016-10-28,0.698244296,,,,,,
2016-10-31,0.698122019,,,,,,
2016-11-01,0.691335136,,,,,,
2016-11-02,0.684809635,,,,,,
2016-11-03,0.680386235,,,,,,
2016-11-04,0.678720104,,,,,,
2016-11-07,0.700943648,,,,,,
2016-11-08,0.704715623,,,,,,
2016-11-09,0.715792643,,,,,,
2016-11-10,0.717743389,,,,,,
2016-11-11,0.716345439,,,,,,
2016-11-14,0.716229936,,,,,,
2016-11-15,0.723710734,,,,,,
2016-11-16,0.72212847,,,,,,
2016-11-17,0.72680484,,,,,,
2016-11-18,0.724418041,,,,,,
2016-11-21,0.731879442,,,,,,
2016-11-22,0.734044874,,,,,,
2016-11-23,0.734852899,,,,,,
2016-11-25,0.738767286,,,,,,
2016-11-28,0.73351275,,,,,,
2016-11-29,0.734848043,,,,,,
2016-11-30,0.732194639,,,,,,
2016-12-01,0.72867911,,,,,,
2016-12-02,0.729076116,,,,,,
2016-12-05,0.734897422,,,,,,
2016-12-06,0.73830831,,,,,,
2016-12-07,0.751471552,,,,,,
2016-12-08,0.753630894,,,,,,
2016-12-09,0.759569879,,,,,,
2016-12-12,0.758432444,,,,,,
2016-12-13,0.764972219,,,,,,
2016-12-14,0.756855047,,,,,,
2016-12-15,0.760738275,,,,,,
2016-12-16,0.758987652,,,,,,
2016-12-19,0.760962773,,,,,,
2016-12-20,0.764600286,,,,,,
2016-12-21,0.762142924,,,,,,
2016-12-22,0.76027995,,,,,,
2016-12-23,0.761531666,,,,,,
2016-12-27,0.763780038,,,,,,
2016-12-28,0.755423509,,,,,,
2016-12-29,0.755130204,,,,,,
2016-12-30,0.750493154,,,,,,
2017-01-03,0.758979729,,,,,,
2017-01-04,0.764702003,,,,,,
2017-01-05,0.763931333,,,,,,
2017-01-06,0.767448292,,,,,,
2017-01-09,0.763899698,,,,,,
2017-01-10,0.763899698,,,,,,
2017-01-11,0.766729336,,,,,,
2017-01-12,0.764584527,,,,,,
2017-01-13,0.766434367,,,,,,
2017-01-17,0.763466865,,,,,,
2017-01-18,0.765230619,,,,,,
2017-01-19,0.76162131,,,,,,
2017-01-20,0.764987548,,,,,,
2017-01-23,0.762297423,,,,,,
2017-01-24,0.768862016,,,,,,
2017-01-25,0.776888107,,,,,,
2017-01-26,0.776152723,,,,,,
2017-01-27,0.775286258,,,,,,
2017-01-30,0.769276715,,,,,,
2017-01-31,0.768386809,,,,,,
2017-02-01,0.768685173,,,,,,
2017-02-02,0.769255483,,,,,,
2017-02-03,0.776520241,,,,,,
2017-02-06,0.774404884,,,,,,
2017-02-07,0.774631713,,,,,,
2017-02-08,0.775325035,,,,,,
2017-02-09,0.781077582,,,,,,
2017-02-10,0.784643632,,,,,,
2017-02-13,0.789889477,,,,,,
2017-02-14,0.793896812,,,,,,
2017-02-15,0.798889121,,,,,,
2017-02-16,0.798025003,,,,,,
2017-02-17,0.799703559,,,,,,
2017-02-21,0.805751626,,,,,,
2017-02-22,0.804669425,,,,,,
2017-02-23,0.805088412,,,,,,
2017-02-24,0.806581776,,,,,,
2017-02-27,0.807599759,,,,,,
2017-02-28,0.805021383,,,,,,
2017-03-01,0.818695238,,,,,,
2017-03-02,0.812835357,,,,,,
2017-03-03,0.813339234,,,,,,
2017-03-06,0.810061994,,,,,,
2017-03-07,0.80714862,,,,,,
2017-03-08,0.804864404,,,,,,
2017-03-09,0.8056643,,,,,,
2017-03-10,0.80893297,,,,,,
2017-03-13,0.809299603,,,,,,
2017-03-14,0.805920576,,,,,,
2017-03-15,0.814295329,,,,,,
2017-03-16,0.812668618,,,,,,
2017-03-17,0.811354304,,,,,,
2017-03-20,0.80934441,,,,,,
2017-03-21,0.796936437,,,,,,
2017-03-22,0.798826323,,,,,,
2017-03-23,0.797766054,,,,,,
2017-03-24,0.796922058,,,,,,
2017-03-27,0.795902471,,,,,,
2017-03-28,0.803153945,,,,,,
2017-03-29,0.80423927,,,,,,
2017-03-30,0.80717438,,,,,,
2017-03-31,0.804919332,,,,,,
2017-04-03,0.803277207,,,,,,
2017-04-04,0.803836729,,,,,,
2017-04-05,0.800781868,,,,,,
2017-04-06,0.802711377,,,,,,
2017-04-07,0.801884247,,,,,,
2017-04-10,0.802571934,,,,,,
2017-04-11,0.801138054,,,,,,
2017-04-12,0.797378103,,,,,,
2017-04-13,0.790563409,,,,,,
2017-04-17,0.799176758,,,,,,
2017-04-18,0.796273378,,,,,,
2017-04-19,0.794557027,,,,,,
2017-04-20,0.802114291,,,,,,
2017-04-21,0.799079218,,,,,,
2017-04-24,0.809919287,,,,,,
2017-04-25,0.816009974,,,,,,
2017-04-26,0.815524271,,,,,,
2017-04-27,0.816077191,,,,,,
2017-04-28,0.814164043,,,,,,
2017-05-01,0.815896334,,,,,,
2017-05-02,0.817085384,,,,,,
2017-05-03,0.815814024,,,,,,
2017-05-04,0.816396126,,,,,,
2017-05-05,0.820484821,,,,,,
2017-05-08,0.820522268,,,,,,
2017-05-09,0.819497019,,,,,,
2017-05-10,0.82062762,,,,,,
2017-05-11,0.818464811,,,,,,
2017-05-12,0.81698637,,,,,,
2017-05-15,0.821762883,,,,,,
2017-05-16,0.821075986,,,,,,
2017-05-17,0.802897772,,,,,,
2017-05-18,0.80658459,,,,,,
2017-05-19,0.81335209,,,,,,
2017-05-22,0.818512222,,,,,,
2017-05-23,0.820350093,,,,,,
2017-05-24,0.82283922,,,,,,
2017-05-25,0.827281168,,,,,,
2017-05-26,0.827591718,,,,,,
2017-05-30,0.826387094,,,,,,
2017-05-31,0.825927125,,,,,,
2017-06-01,0.833498238,,,,,,
2017-06-02,0.837205969,,,,,,
2017-06-05,0.835988304,,,,,,
2017-06-06,0.833209264,,,,,,
2017-06-07,0.834777521,,,,,,
2017-06-08,0.835044726,,,,,,
2017-06-09,0.834214737,,,,,,
2017-06-12,0.833235973,,,,,,
2017-06-13,0.837747478,,,,,,
2017-06-14,0.836751648,,,,,,
2017-06-15,0.834512049,,,,,,
2017-06-16,0.834795689,,,,,,
2017-06-19,0.843142917,,,,,,
2017-06-20,0.83644628,,,,,,
2017-06-21,0.835863636,,,,,,
2017-06-22,0.835407854,,,,,,
2017-06-23,0.836968769,,,,,,
2017-06-26,0.837284571,,,,,,
2017-06-27,0.829211746,,,,,,
2017-06-28,0.838019812,,,,,,
2017-06-29,0.829419789,,,,,,
2017-06-30,0.830953021,,,,,,
2017-07-03,0.833263855,,,,,,
2017-07-05,0.834717134,,,,,,
2017-07-06,0.82534831,,,,,,
2017-07-07,0.831751436,,,,,,
2017-07-10,0.832679202,,,,,,
2017-07-11,0.831896521,,,,,,
2017-07-12,0.839202129,,,,,,
2017-07-13,0.841076713,,,,,,
2017-07-14,0.845750216,,,,,,
2017-07-17,0.845697303,,,,,,
2017-07-18,0.84629516,,,,,,
2017-07-19,0.8516678,,,,,,
2017-07-20,0.851514141,,,,,,
2017-07-21,0.851146269,,,,,,
2017-07-24,0.850082534,,,,,,
2017-07-25,0.853005706,,,,,,
2017-07-26,0.85328837,,,,,,
2017-07-27,0.852315682,,,,,,
2017-07-28,0.850974566,,,,,,
2017-07-31,0.85024642,,,,,,
2017-08-01,0.852695536,,,,,,
2017-08-02,0.853188184,,,,,,
2017-08-03,0.85100453,,,,,,
2017-08-04,0.852893633,,,,,,
2017-08-07,0.854540833,,,,,,
2017-08-08,0.8521264,,,,,,
2017-08-09,0.851762792,,,,,,
2017-08-10,0.83728835,,,,,,
2017-08-11,0.83856392,,,,,,
2017-08-14,0.848607675,,,,,,
2017-08-15,0.848108867,,,,,,
2017-08-16,0.849528969,,,,,,
2017-08-17,0.834092018,,,,,,
2017-08-18,0.83225665,,,,,,
2017-08-21,0.833419301,,,,,,
2017-08-22,0.843360081,,,,,,
2017-08-23,0.839906488,,,,,,
2017-08-24,0.837832026,,,,,,
2017-08-25,0.839504896,,,,,,
2017-08-28,0.839991968,,,,,,
2017-08-29,0.840834789,,,,,,
2017-08-30,0.845449938,,,,,,
2017-08-31,0.851170914,,,,,,
2017-09-01,0.853153455,,,,,,
2017-09-05,0.845602648,,,,,,
2017-09-06,0.848731375,,,,,,
2017-09-07,0.848552939,,,,,,
2017-09-08,0.847064088,,,,,,
2017-09-11,0.857903387,,,,,,
2017-09-12,0.861267335,,,,,,
2017-09-13,0.862024456,,,,,,
2017-09-14,0.860923739,,,,,,
2017-09-15,0.86277092,,,,,,
2017-09-18,0.864226841,,,,,,
2017-09-19,0.865337036,,,,,,
2017-09-20,0.865971384,,,,,,
2017-09-21,0.862925467,,,,,,
2017-09-22,0.86357326,,,,,,
2017-09-25,0.86135121,,,,,,
2017-09-26,0.861423377,,,,,,
2017-09-27,0.865508521,,,,,,
2017-09-28,0.866713136,,,,,,
2017-09-29,0.870418246,,,,,,
2017-10-02,0.87429225,,,,,,
2017-10-03,0.876451088,,,,,,
2017-10-04,0.877697808,,,,,,
2017-10-05,0.883344595,,,,,,
2017-10-06,0.882270961,,,,,,
2017-10-09,0.880466527,,,,,,
2017-10-10,0.882788939,,,,,,
2017-10-11,0.884592447,,,,,,
2017-10-12,0.882905694,,,,,,
2017-10-13,0.883783801,,,,,,
2017-10-16,0.885534554,,,,,,
2017-10-17,0.886207133,,,,,,
2017-10-18,0.886949468,,,,,,
2017-10-19,0.887277466,,,,,,
2017-10-20,0.892394309,,,,,,
2017-10-23,0.888421825,,,,,,
2017-10-24,0.890039733,,,,,,
2017-10-25,0.885376683,,,,,,
2017-10-26,0.886647629,,,,,,
2017-10-27,0.894720652,,,,,,
2017-10-30,0.891528181,,,,,,
2017-10-31,0.89247264,,,,,,
2017-11-01,0.89406475,,,,,,
2017-11-02,0.894254716,,,,,,
2017-11-03,0.897351792,,,,,,
2017-11-06,0.898623043,,,,,,
2017-11-07,0.89843394,,,,,,
2017-11-08,0.899877595,,,,,,
2017-11-09,0.896115707,,,,,,
2017-11-10,0.895218063,,,,,,
2017-11-13,0.896201698,,,,,,
2017-11-14,0.893892088,,,,,,
2017-11-15,0.888366413,,,,,,
2017-11-16,0.896562471,,,,,,
2017-11-17,0.893936508,,,,,,
2017-11-20,0.895212191,,,,,,
2017-11-21,0.90175333,,,,,,
2017-11-22,0.901003069,,,,,,
2017-11-24,0.903059164,,,,,,
2017-11-27,0.902674906,,,,,,
2017-11-28,0.912523419,,,,,,
2017-11-29,0.912154193,,,,,,
2017-11-30,0.920345143,,,,,,
2017-12-01,0.918320613,,,,,,
2017-12-04,0.917268456,,,,,,
2017-12-05,0.913529074,,,,,,
2017-12-06,0.913414969,,,,,,
2017-12-07,0.916347327,,,,,,
2017-12-08,0.921853633,,,,,,
2017-12-11,0.925055591,,,,,,
2017-12-12,0.926604513,,,,,,
2017-12-13,0.926131556,,,,,,
2017-12-14,0.922060696,,,,,,
2017-12-15,0.93103504,,,,,,
2017-12-18,0.936397847,,,,,,
2017-12-19,0.933167578,,,,,,
2017-12-20,0.932339684,,,,,,
2017-12-21,0.93432534,,,,,,
2017-12-22,0.933867174,,,,,,
2017-12-26,0.932808758,,,,,,
2017-12-27,0.933599699,,,,,,
2017-12-28,0.935433698,,,,,,
2017-12-29,0.930250545,,,,,,
2018-01-02,0.938553907,,,,,,
2018-01-03,0.944952725,,,,,,
2018-01-04,0.948981361,,,,,,
2018-01-05,0.956015129,,,,,,
2018-01-08,0.957677473,,,,,,
2018-01-09,0.958980404,,,,,,
2018-01-10,0.957868177,,,,,,
2018-01-11,0.964901824,,,,,,
2018-01-12,0.971651427,,,,,,
2018-01-16,0.968126939,,,,,,
2018-01-17,0.977541991,,,,,,
2018-01-18,0.975925601,,,,,,
2018-01-19,0.980310836,,,,,,
2018-01-22,0.988377563,,,,,,
2018-01-23,0.990551928,,,,,,
2018-01-24,0.989991952,,,,,,
2018-01-25,0.990594573,,,,,,
2018-01-26,1.00243577,,,,,,
2018-01-29,0.995703795,,,,,,
2018-01-30,0.98480498,,,,,,
2018-01-31,0.985293965,,,,,,
2018-02-01,0.984645877,,,,,,
2018-02-02,0.963437329,,,,,,
2018-02-05,0.922458104,,,,,,
2018-02-06,0.939899025,,,,,,
2018-02-07,0.934897437,,,,,,
2018-02-08,0.897361017,,,,,,
2018-02-09,0.912297107,,,,,,
2018-02-12,0.926211692,,,,,,
2018-02-13,0.928824621,,,,,,
2018-02-14,0.94222708,,,,,,
2018-02-15,0.954296192,,,,,,
2018-02-16,0.954669662,,,,,,
2018-02-20,0.948828273,,,,,,
2018-02-21,0.943331769,,,,,,
2018-02-22,0.94430532,,,,,,
2018-02-23,0.960333697,,,,,,
2018-02-26,0.972090712,,,,,,
2018-02-27,0.959383824,,,,,,
2018-02-28,0.948288035,,,,,,
2018-03-01,0.934963636,,,,,,
2018-03-02,0.940035238,,,,,,
2018-03-05,0.951067265,,,,,,
2018-03-06,0.953706123,,,,,,
2018-03-07,0.953222249,,,,,,
2018-03-08,0.957685327,,,,,,
2018-03-09,0.975064158,,,,,,
2018-03-12,0.973790173,,,,,,
2018-03-13,0.967426597,,,,,,
2018-03-14,0.961702075,,,,,,
2018-03-15,0.960920144,,,,,,
2018-03-16,0.962623591,,,,,,
2018-03-19,0.948419396,,,,,,
2018-03-20,0.949901201,,,,,,
2018-03-21,0.948057212,,,,,,
2018-03-22,0.922894323,,,,,,
2018-03-23,0.901927443,,,,,,
2018-03-26,0.929084698,,,,,,
2018-03-27,0.911808389,,,,,,
2018-03-28,0.908891732,,,,,,
2018-03-29,0.922661451,,,,,,
2018-04-02,0.900324027,,,,,,
2018-04-03,0.912938893,,,,,,
2018-04-04,0.924505376,,,,,,
2018-04-05,0.93136824,,,,,,
2018-04-06,0.909447991,,,,,,
2018-04-09,0.91278454,,,,,,
2018-04-10,0.929511493,,,,,,
2018-04-11,0.923986129,,,,,,
2018-04-12,0.932236879,,,,,,
2018-04-13,0.929350254,,,,,,
2018-04-16,0.937459292,,,,,,
2018-04-17,0.948120797,,,,,,
2018-04-18,0.948952163,,,,,,
2018-04-19,0.943226038,,,,,,
2018-04-20,0.934689506,,,,,,
2018-04-23,0.934745737,,,,,,
2018-04-24,0.921365176,,,,,,
2018-04-25,0.923202235,,,,,,
2018-04-26,0.93363644,,,,,,
2018-04-27,0.934750065,,,,,,
2018-04-30,0.926562574,,,,,,
2018-05-01,0.929111619,,,,,,
2018-05-02,0.921905756,,,,,,
2018-05-03,0.919652081,,,,,,
2018-05-04,0.93246326,,,,,,
2018-05-07,0.935921206,,,,,,
2018-05-08,0.935655565,,,,,,
2018-05-09,0.945337785,,,,,,
2018-05-10,0.954708428,,,,,,
2018-05-11,0.956416024,,,,,,
2018-05-14,0.957299514,,,,,,
2018-05-15,0.950457373,,,,,,
2018-05-16,0.954517935,,,,,,
2018-05-17,0.953662063,,,,,,
2018-05-18,0.951029868,,,,,,
2018-05-21,0.958416621,,,,,,
2018-05-22,0.955280859,,,,,,
2018-05-23,0.958529269,,,,,,
2018-05-24,0.956506056,,,,,,
2018-05-25,0.954148835,,,,,,
2018-05-29,0.942584648,,,,,,
2018-05-30,0.955280439,,,,,,
2018-05-31,0.948400879,,,,,,
2018-06-01,0.959250109,,,,,,
2018-06-04,0.963729708,,,,,,
2018-06-05,0.964432301,,,,,,
2018-06-06,0.972999693,,,,,,
2018-06-07,0.972285505,,,,,,
2018-06-08,0.975411409,,,,,,
2018-06-11,0.976480117,,,,,,
2018-06-12,0.978223502,,,,,,
2018-06-13,0.974197374,,,,,,
2018-06-14,0.976668924,,,,,,
2018-06-15,0.975651821,,,,,,
2018-06-18,0.973525693,,,,,,
2018-06-19,0.969502291,,,,,,
2018-06-20,0.971214445,,,,,,
2018-06-21,0.964868935,,,,,,
2018-06-22,0.966730869,,,,,,
2018-06-25,0.9530062,,,,,,
2018-06-26,0.955210778,,,,,,
2018-06-27,0.946606422,,,,,,
2018-06-28,0.952785112,,,,,,
2018-06-29,0.953543515,,,,,,
2018-07-02,0.956611473,,,,,,
2018-07-03,0.951664122,,,,,,
2018-07-05,0.960284926,,,,,,
2018-07-06,0.968766207,,,,,,
2018-07-09,0.977589194,,,,,,
2018-07-10,0.981062461,,,,,,
2018-07-11,0.973968258,,,,,,
2018-07-12,0.9827173,,,,,,
2018-07-13,0.983796538,,,,,,
2018-07-16,0.982768402,,,,,,
2018-07-17,0.986742101,,,,,,
2018-07-18,0.988902613,,,,,,
2018-07-19,0.98494962,,,,,,
2018-07-20,0.984001173,,,,,,
2018-07-23,0.985839222,,,,,,
2018-07-24,0.990620133,,,,,,
2018-07-25,0.999721738,,,,,,
2018-07-26,0.996689442,,,,,,
2018-07-27,0.990127234,,,,,,
2018-07-30,0.984373063,,,,,,
2018-07-31,0.989257792,,,,,,
